,110023.SH,110027.SH,113002.SH,110025.SH,128009.SZ,125089.SZ,126018.SH,128005.SZ,126019.SH,128008.SZ,110009.SH,110019.SH,110018.SH,110011.SH,113006.SH,127002.SZ,110017.SH,113501.SH,113007.SH,110015.SH,113005.SH,128007.SZ,126729.SZ,128006.SZ,113001.SH,128002.SZ,110028.SH,110030.SH,110012.SH,110022.SH,110020.SH,113008.SH,110031.SH,123001.SZ,110032.SH,110033.SH,110034.SH,113009.SH,128010.SZ,110035.SH,128011.SZ,113010.SH,120001.SZ,128012.SZ,127003.SZ,132006.SH,128013.SZ,132007.SH,113011.SH,113012.SH,128014.SZ,127004.SZ,128015.SZ,113013.SH,132010.SH,132011.SH,132012.SH,128016.SZ,113014.SH,128017.SZ,113015.SH,128018.SZ,113016.SH,128019.SZ,113502.SH,110038.SH,110039.SH,128020.SZ,123002.SZ,110040.SH,132013.SH,128021.SZ,128022.SZ,128023.SZ,128024.SZ,128025.SZ,123003.SZ,128026.SZ,128027.SZ,113503.SH,123004.SZ,123005.SZ,123006.SZ,128028.SZ,128030.SZ,110041.SH,128029.SZ,110042.SH,128032.SZ,113017.SH,128033.SZ,123007.SZ,113018.SH,128034.SZ,110043.SH,123008.SZ,128035.SZ,113019.SH,113504.SH,113505.SH,123009.SZ,128036.SZ,127005.SZ,127006.SZ,128037.SZ,128038.SZ,113506.SH,113507.SH,132014.SH,113508.SH,113509.SH,128039.SZ,128040.SZ,113510.SH,113511.SH,110044.SH,127007.SZ,123010.SZ,113512.SH,113513.SH,110045.SH,128041.SZ,123011.SZ,113514.SH,123012.SZ,123013.SZ,113515.SH,123014.SZ,128042.SZ,113516.SH,128043.SZ,113517.SH,123015.SZ,128044.SZ,128045.SZ,113518.SH,128046.SZ,128047.SZ,113519.SH,123016.SZ,113520.SH,128048.SZ,113521.SH,127008.SZ,113020.SH,123017.SZ,110046.SH,110047.SH,113522.SH,128049.SZ,110048.SH,128050.SZ,113523.SH,113524.SH,128051.SZ,113525.SH,110049.SH,110050.SH,123018.SZ,128052.SZ,120002.SZ,127009.SZ,127010.SZ,113526.SH,113527.SH,128053.SZ,128054.SZ,123019.SZ,128055.SZ,110051.SH,128056.SZ,113528.SH,123020.SZ,123021.SZ,113021.SH,128057.SZ,110052.SH,128058.SZ,127011.SZ,128059.SZ,113529.SH,113022.SH,110053.SH,110055.SH,123022.SZ,110054.SH,110056.SH,123023.SZ,123024.SZ,127012.SZ,132016.SH,128060.SZ,113530.SH,128061.SZ,123025.SZ,113531.SH,110057.SH,128062.SZ,113532.SH,128063.SZ,113533.SH,113024.SH,128064.SZ,113534.SH,113025.SH,113026.SH,127013.SZ,128065.SZ,110058.SH,128066.SZ,132017.SH,128067.SZ,113535.SH,113536.SH,128068.SZ,123026.SZ,113537.SH,123027.SZ,113027.SH,113028.SH,123028.SZ,128069.SZ,113538.SH,128070.SZ,113539.SH,113540.SH,113541.SH,113542.SH,128071.SZ,123029.SZ,113543.SH,128072.SZ,123030.SZ,128073.SZ,123031.SZ,113544.SH,128075.SZ,128074.SZ,123032.SZ,113545.SH,128076.SZ,128077.SZ,132020.SH,128079.SZ,128078.SZ,113546.SH,113547.SH,127014.SZ,113548.SH,110060.SH,110059.SH,123033.SZ,123034.SZ,110061.SH,123035.SZ,113549.SH,128080.SZ,113550.SH,113551.SH,128081.SZ,120003.SZ,132021.SH,110062.SH,113552.SH,128082.SZ,123036.SZ,128083.SZ,110063.SH,113553.SH,128085.SZ,113029.SH,113554.SH,128084.SZ,128086.SZ,128087.SZ,123037.SZ,113557.SH,113555.SH,110064.SH,113556.SH,110065.SH,113558.SH,113559.SH,128088.SZ,113030.SH,123038.SZ,128089.SZ,123039.SZ,128090.SZ,128091.SZ,128092.SZ,113561.SH,113562.SH,127015.SZ,123040.SZ,128093.SZ,120004.SZ,113031.SH,123041.SZ,123042.SZ,113563.SH,128094.SZ,128095.SZ,128096.SZ,128097.SZ,113565.SH,113564.SH,113566.SH,110066.SH,113032.SH,113567.SH,128098.SZ,123043.SZ,113568.SH,113569.SH,128099.SZ,113570.SH,110067.SH,123045.SZ,113572.SH,123044.SZ,128100.SZ,113571.SH,128101.SZ,123046.SZ,128102.SZ,123047.SZ,110068.SH,128103.SZ,113574.SH,113033.SH,128104.SZ,110069.SH,113575.SH,127016.SZ,128105.SZ,123048.SZ,113034.SH,128106.SZ,113576.SH,123049.SZ,110070.SH,123050.SZ,113577.SH,113573.SH,113578.SH,128107.SZ,113579.SH,113581.SH,113580.SH,132022.SH,113582.SH,113035.SH,128108.SZ,113583.SH,127017.SZ,128109.SZ,123051.SZ,123052.SZ,113584.SH,123053.SZ,128110.SZ,113586.SH,113585.SH,123054.SZ,128111.SZ,128112.SZ,128113.SZ,113587.SH,123055.SZ,128114.SZ,113588.SH,113589.SH,128115.SZ,123056.SZ,127018.SZ,128116.SZ,113590.SH,123057.SZ,113591.SH,128118.SZ,128117.SZ,113036.SH,113592.SH,110071.SH,128119.SZ,123058.SZ,123059.SZ,127019.SZ,128120.SZ,128121.SZ,113593.SH,127020.SZ,123060.SZ,113595.SH,113594.SH,123061.SZ,113037.SH,128122.SZ,110073.SH,128123.SZ,123062.SZ,113596.SH,128124.SZ,123063.SZ,113597.SH,128125.SZ,113598.SH,113038.SH,113599.SH,128126.SZ,127021.SZ,113600.SH,110072.SH,110074.SH,128127.SZ,128128.SZ,113601.SH,113039.SH,113602.SH,128129.SZ,128130.SZ,123064.SZ,123065.SZ,128131.SZ,128132.SZ,123066.SZ,123067.SZ,128133.SZ,113603.SH,128134.SZ,113604.SH,110075.SH,123068.SZ,123069.SZ,127022.SZ,128135.SZ,123070.SZ,123072.SZ,123071.SZ,113605.SH,113040.SH,127023.SZ,123073.SZ,123074.SZ,113606.SH,110076.SH,123075.SZ,113607.SH,128136.SZ,113041.SH,128137.SZ,127024.SZ,127025.SZ,113608.SH,128138.SZ,123076.SZ,110077.SH,123077.SZ,113609.SH,123078.SZ,123079.SZ,113610.SH,128139.SZ,113611.SH,123080.SZ,123081.SZ,123082.SZ,128140.SZ,113612.SH,127026.SZ,123083.SZ,127027.SZ,123084.SZ,113043.SH,123086.SZ,123085.SZ,113044.SH,123087.SZ,123088.SZ,113614.SH,128141.SZ,128142.SZ,123089.SZ,123090.SZ,123091.SZ,113615.SH,123092.SZ,113616.SH,127028.SZ,128143.SZ,113618.SH,123093.SZ,113619.SH,123094.SZ,113042.SH,123096.SZ,113621.SH,123097.SZ,123098.SZ,123099.SZ,123100.SZ
2015-01-05,0.41997528076171875,0.5481061935424805,0.6583709716796875,0.5980167388916016,0.4993915557861328,0.5015716552734375,0.5,0.3799266815185547,0.5,0.447723388671875,0.0,0.4428596496582031,0.8061599731445312,0.7842025756835938,0.4808006286621094,0.5119266510009766,0.5330047607421875,0.5712089538574219,0.4839286804199219,0.5443649291992188,0.5361828804016113,0.36751747131347656,0.9656219482421875,0.4270057678222656,0.7993927001953125,0.5566978454589844,0.4538726806640625,0.0,0.8119964599609375,0.5928173065185547,0.3782005310058594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,0.426849365234375,0.5349855422973633,0.6925201416015625,0.6218090057373047,0.5639610290527344,0.5368690490722656,0.5,0.40538787841796875,0.5,0.470428466796875,0.0,0.4695091247558594,0.7864837646484375,0.8176822662353516,0.5053215026855469,0.4944782257080078,0.5578193664550781,0.5528621673583984,0.5246410369873047,0.5537796020507812,0.5122265815734863,0.37354469299316406,1.0,0.4744377136230469,0.861236572265625,0.5690498352050781,0.45751190185546875,0.0735483169555664,0.8452529907226562,0.5792646408081055,0.3802146911621094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,0.45247459411621094,0.6647024154663086,0.692047119140625,0.5982265472412109,0.6237068176269531,0.5948104858398438,0.5,0.47141075134277344,0.5,0.5160369873046875,0.0,0.5429229736328125,0.787872314453125,0.8967933654785156,0.53271484375,0.49742889404296875,0.5738983154296875,0.5996456146240234,0.5931034088134766,0.5782089233398438,0.5103707313537598,0.4302940368652344,1.0,0.5034885406494141,0.8650054931640625,0.6046562194824219,0.4717254638671875,0.09359264373779297,0.8994064331054688,0.6294040679931641,0.4192314147949219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,0.4082908630371094,0.6524868011474609,0.609832763671875,0.6367855072021484,0.6120195388793945,0.5929336547851562,0.5,0.48250770568847656,0.5,0.5558242797851562,0.0,0.5424308776855469,0.754058837890625,0.9321117401123047,0.5289802551269531,0.46045494079589844,0.5130462646484375,0.5729827880859375,0.6635475158691406,0.5293617248535156,0.48461055755615234,0.47361183166503906,1.0,0.4971647262573242,0.793548583984375,0.608551025390625,0.4786720275878906,0.1050577163696289,0.9121856689453125,0.6659564971923828,0.39259910583496094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,0.44490814208984375,0.6467342376708984,0.6368255615234375,,0.6487770080566406,0.6702651977539062,0.5,0.46335601806640625,0.5,0.5862083435058594,0.0,0.5668830871582031,0.6967239379882812,0.9306297302246094,0.5464897155761719,0.4414825439453125,0.4827117919921875,0.5885086059570312,0.6426925659179688,0.596038818359375,0.41576242446899414,0.4633655548095703,1.0,0.5270576477050781,0.8243865966796875,0.5978031158447266,0.4671745300292969,0.09806060791015625,1.0,0.7100543975830078,0.3739128112792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,0.4382057189941406,0.6263313293457031,0.5839004516601562,,0.5903444290161133,0.6191673278808594,0.5,0.46355342864990234,0.5,0.506439208984375,0.0,0.5208015441894531,0.6569976806640625,0.8600540161132812,0.5208778381347656,0.4025249481201172,0.40012359619140625,0.5411319732666016,0.5634193420410156,0.48636627197265625,0.3838620185852051,0.44571685791015625,1.0,0.47968387603759766,0.8267440795898438,0.5587997436523438,0.47995758056640625,0.12368202209472656,0.956634521484375,0.6610050201416016,0.33061981201171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,0.4655876159667969,0.554560661315918,0.601165771484375,,0.5757389068603516,0.6216049194335938,0.5,0.4636192321777344,0.5,0.5321445465087891,0.0,0.5294647216796875,0.6729736328125,0.852508544921875,0.5449295043945312,0.4221324920654297,0.4058876037597656,0.5594806671142578,0.5617122650146484,0.4780120849609375,0.3846096992492676,0.42742156982421875,1.0,0.48752784729003906,0.8360214233398438,0.576568603515625,0.4759979248046875,0.6937885284423828,0.9567031860351562,0.7072858810424805,0.33799171447753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,0.4691276550292969,0.5606756210327148,0.6295166015625,,0.5606317520141602,0.6421546936035156,0.5,0.4636859893798828,0.5,0.5344810485839844,0.0,0.5387992858886719,0.66131591796875,0.8866653442382812,0.5595359802246094,0.4187889099121094,0.3855438232421875,0.5838699340820312,0.5752372741699219,0.49533843994140625,0.40212440490722656,0.4443655014038086,1.0,0.4948577880859375,0.8732147216796875,0.5992221832275391,0.474395751953125,0.7089252471923828,0.9265060424804688,0.7368888854980469,0.317657470703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,0.4899444580078125,0.6016311645507812,0.7093353271484375,,0.5620489120483398,0.6400680541992188,0.5,0.46375274658203125,0.5,0.5499343872070312,0.0,0.5376815795898438,0.7133331298828125,0.9135799407958984,0.5408763885498047,0.41691017150878906,0.3878631591796875,0.575531005859375,0.5756168365478516,0.5179176330566406,,0.4486885070800781,1.0,0.4970722198486328,0.9520416259765625,0.6091899871826172,0.46727752685546875,0.6909637451171875,0.9031753540039062,0.7487478256225586,0.3232078552246094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,0.5105934143066406,0.6324176788330078,0.7097015380859375,,0.6015043258666992,0.6334381103515625,0.5,0.4638185501098633,0.5,0.5417633056640625,0.0,0.5633888244628906,0.6853866577148438,0.9337902069091797,0.5575904846191406,0.4405040740966797,0.3984413146972656,0.6178150177001953,0.5976848602294922,0.5286788940429688,,0.4851503372192383,1.0,0.5120534896850586,0.990142822265625,0.7241363525390625,0.44299888610839844,0.6864852905273438,0.9445419311523438,0.7759323120117188,0.3354682922363281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
